RESULT,T11,T12,T13,T14,T15,T16,T17,T18,T19,T110,T111,T112,T113,T14,T15,T21,T22,T23,T24,T25,T26,T27,T28,T29,T210,T211,T212,"T213,T214",T215 
Victory,Rheinmetall Skorpion G,Rheinmetall Skorpion G,Cz20_ShPTK_TVP_100_mm,ISU-152K,Object 703 II,Tiger II,STG Guard,SU-14-2,50TP prototyp,Charioteer,GSOR 1008,Kampfpanzer 07 RH,UDES 03,Rheinmetall Skorpion,M-IV-Y,Tiger II,Lansen C,AMX Canon d'assaut 105,SU-130PM,ISU-152,G.W. Tiger (P),Cz20_ShPTK_TVP_100_mm,Rheinmetall Skorpion G,Kanonenjagdpanzer 105,E 75 TS,Tiger II,T26E5 Patriot,TVP VTU Koncept,Charioteer,SU-130PM
Defeat,CS-52,T110E4,WZ-111 model 5A,UDES 15/16,E 100,Char Futur 4,T49,Rheinmetall Skorpion G,Udarniy,M54 Renegade,SU-130PM,Škoda T 50,Cz20_ShPTK_TVP_100_mm,leKpz M 41 90 mm GF,LT-432,VK 72.01 (K),Grille 15,E 100,IS-3A,Kampfpanzer 50 t,Progetto M40 mod. 65,T26E5 Patriot,Kampfpanzer 50 t,Cz20_ShPTK_TVP_100_mm,leKpz M 41 90 mm GF,Rhm.-Borsig Waffenträger,T-54 ltwt.,T26E4 SuperPershing,SU-101,ELC EVEN 90
Victory,T78,AMBT,Comet,Rheinmetall Skorpion G,GSOR 1008,M40/M43,KV-2,G.W. Panther,M18 Hellcat,O-I,Tiger I,T-150,King Tiger,KV-2,40TP Habicha,SU-14-1,T28,122 TM,Type 58,Cz20_ShPTK_TVP_100_mm,Nashorn,Lorraine 155 mle. 51,Cromwell,Churchill VII,VK 30.01 (P),SU-100,Tiger I,Tiger I,IS,ARL 44
Victory,M44,BDR G1 B,E 25,P.43 ter,М4-А2 Шерман Лозы,Type 58,105 leFH18B2,T-34-85M,Strv m/42,M24E2 Super Chaffee,Lorraine 155 mle. 50,Pawlack Tank,AMX ELC bis,StuG III Ausf. G,KV-1,Konštrukta T-34/100,KV-2,SU-8,Crusader 5.5-in. SP,Cromwell,T-34-85 Rudy,KV-1,VK 30.01 (H),VK 16.02 Leopard,T37,Challenger,Grille,Jagdpanzer IV,KV-1,T-34
Defeat,Bisonte C45,SU-130PM,Rhm.-Borsig Waffenträger,Indien-Panzer,STA-2,SU-130PM,Object 416,Object 252U,ELC EVEN 90,M54 Renegade,Panhard AML Lynx 6x6,Caliban,Turtle Mk. I,Progetto M35 mod 46,Progetto M35 mod 46,M54 Renegade,Progetto M35 mod 46,Object 703 II,Jagdpanther II,Bat.-Châtillon Bourrasque,Kampfpanzer 07 RH,Somua SM,AMX Chasseur de chars,Rhm.-Borsig Waffenträger,Škoda T 56,Indien-Panzer,SU-130PM,ELC EVEN 90,Panhard AML Lynx 6x6,Rheinmetall Skorpion
Victory,Škoda T 50,Leopard Prototyp A,Vz. 55,IS-3-II,Strv 103B,Strv 103-0,60TP Lewandowskiego,M-V-Y,FV4005 Stage II,Object 277,Progetto M40 mod. 65,CS-59,TNH T Vz. 51,G.W. Tiger,Object 257,IS-7,T95/FV4201 Chieftain,Char Futur 4,Object 140,Grille 15,Kampfpanzer 50 t,Jagdpanzer E 100,Super Conqueror,Bat.-Châtillon 155 55,Super Conqueror,50TP Tyszkiewicza,Char Futur 4,M103,Waffenträger auf Pz. IV,Object 777 Version II
Victory,WZ-131,Progetto M35 mod 46,IS-2 Armored,M24E2 Super Chaffee,AMX 13 F3 AM,IS-5 (Object 730),Tiger I,T28 Concept,Škoda T 25,M12,SU-130PM,Strv 74,Nashorn,SU-100M1,Jagdpanzer IV,IS-2-II,TS-5,Vz. 44-1,T-34-85M,S-51,M56 Scorpion,Lorraine 40 t,Hummel,M-II-Y,Sherman VC Firefly,T37,Super Hellcat,LTG,M18 Hellcat,Achilles
Defeat,IS-4,CS-63,FV215b,Object 430U,Tortoise,Leopard 1,Strv 103-0,Centurion Mk. 7/1,Conqueror,T30,T-54 ltwt.,Bat.-Châtillon 155 55,T54E1,TVP T 50/51,VK 45.02 (P) Ausf. B,E 100,Concept 1B,AMX 30 B,Kranvagn,Leopard 1,T30,WZ-111 Qilin,CS-59,Char Futur 4,TNH T Vz. 51,Object 268 Version 4,E 50,Bat.-Châtillon 155 55,T49,Waffenträger auf Pz. IV
Victory,Rheinmetall Skorpion,45TP Habicha,M-II-Y,Indien-Panzer,Strv S1,50TP prototyp,E 25,Type 59,Super Hellcat,T71 CMCD,G.W. Panther,AMX M4 mle. 49 Liberté,T29,UDES 14 Alt 5,Spähpanzer SP I C,SU-122-44,IS-6 B,122 TM,Leo,45TP Habicha,SU-130PM,Rhm.-Borsig Waffenträger,STA-1,O-Ni,Škoda T 56,Rheinmetall Skorpion,SU-14-1,AMX 13 75,T29,Type 62
Victory,P.44 Pantera,Object 703 II,HWK 30,VK 30.02 (D),Object 703 II,Konštrukta T-34/100,M56 Scorpion,Type 62,T29,King Tiger,P.43 ter,T25/2,E 25,Panhard AML Lynx 6x6,ISU-152K,T25/2,Rheinmetall Skorpion,Challenger,E 25,TL-1 LPC,45TP Habicha,VK 100.01 (P),Type 5 Chi-Ri,M41 Walker Bulldog,ELC EVEN 90,STA-1,T-43,King Tiger,Hotchkiss EBR,Tiger I
Victory,Cromwell B,Progetto CC55 mod. 54,Tiger II,SU-100M1,Carro d'assalto P.88,VK 36.01 (H),AMX AC mle. 46,Tiger I,Black Prince,T-44,Heavy Tank No. VI,VK 30.02 (M),P.43 bis,Bat.-Châtillon Bourrasque,M24E2 Super Chaffee,122 TM,Indien-Panzer,Progetto CC55 mod. 54,Konštrukta T-34/100,TNH 105/1000,O-Ni,Tiger I,Jagdpanther,T-34-85M,SU-100,Škoda T 25,M6,VK 45.03,M6,M24E2 Super Chaffee
Victory,P26/40,T-28,Jagdpanzer 38(t) Hetzer,Sav m/43,M8A1,Pz.Kpfw. B2 740 (f),Matilda,Pz.Kpfw. III Ausf. J,14TP,Matilda,M5 Stuart,Pz.Kpfw. III Ausf. J,T6 Medium,BT-7,Valentine AT,StuG III Ausf. B,P26/40,Pz.Sfl. IC,Jagdpanzer 38(t) Hetzer,Matilda,M8A1,Matilda,Matilda,Valentine II,B1,M5 Stuart,Pz.Kpfw. II Luchs,StuG III Ausf. B,Pz.Kpfw. III Ausf. J,14TP
Victory,T95/FV4201 Chieftain,T110E4,IS-7,Vz. 55,Grille 15,Conqueror Gun Carriage,Super Conqueror,E 100,Rinoceronte,Maus,M48A5 Patton,Leopard 1,Leopard 1,AMX 13 105,FV4005 Stage II,E 100,60TP Lewandowskiego,Leopard 1,ST-II,Grille 15,FV4005 Stage II,Leopard 1,Grille 15,Kranvagn,Vz. 55,Conqueror Gun Carriage,Manticore,TVP T 50/51,Super Conqueror,T110E5
Victory,GSOR 1008,Progetto M35 mod 46,Object 777 Version II,T20,Löwe,HWK 12,Tiger I,T25/2,Super Hellcat,Strv 103-0,Object 252U Defender,King Tiger,IS-2,Tiger II,AE Phase I,Object 252U Defender,WZ-120-1G FT,Leo,M40/M43,T95,T29,Krupp-Steyr Waffenträger,Sturer Emil,IS-2M,FV4202,AMX M4 mle. 45
Victory,Object 430U,T110E5,E 50 Ausf. M,Kranvagn,Object 261,IS-7,Grille 15,FV215b (183),Panhard EBR 105,Panhard EBR 105,G.W. E 100,Kranvagn,AMX 13 105,E 100,Strv 103B,Jagdpanzer E 100,Grille 15,Kranvagn,Strv 103B,Object 261,AMX 13 105,FV215b,Object 430U,Bat.-Châtillon 155 58,IS-7,Rinoceronte,Panhard EBR 105,STB-1,Panhard EBR 105,Pz.Kpfw. VII
Victory,ELC EVEN 90,E 50,E 75,Bisonte C45,SU-130PM,AMX 50 100,AE Phase I,T26E5 Patriot,Object 704,ISU-152,Leopard Prototyp A,AMX Canon d'assaut 105,Tiger II,Lansen C,leKpz M 41 90 mm GF,Char Futur 4,Kampfpanzer 50 t,Škoda T 56,Progetto M35 mod 46,Caernarvon Action X,WZ-120-1G FT,AE Phase I,Cz20_ShPTK_TVP_100_mm,T30,Object 257,HWK 30,HWK 30,AT 15,Bisonte C45,IS-M
Victory,T-50-2,M10 RBFM,Dicker Max,StuG III Ausf. G,VK 30.02 (M),DS PZInż,SU-100Y,M10 RBFM,O-I Experimental,SU-8,Churchill III,Type 3 Chi-Nu,Škoda T 24,Škoda T 24,Covenanter,Type 64,S35 CA,M10 RBFM,Hummel,SU-100,T67,Type 4 Chi-To,BDR G1 B,Škoda T 24,VK 30.01 (D),M10 RBFM,Renault G1,Škoda T 24,T1 Heavy Tank,VK 16.02 Leopard
Victory,T20,Jagdpanzer IV,Nashorn,E 25,O-I,M4A1 FL 10,KV-3,Sherman VC Firefly,Heavy Tank No. VI,Super Hellcat,KV-1S,VK 30.02 (M),VK 30.02 (M),45TP Habicha,SU-152,B.U.G.I.,M56 Scorpion,M18 Hellcat,KV-2,КВ-2 (Р),T-34-85M,Super Hellcat,Sherman Firefly,Excalibur,VK 36.01 (H),Sherman VC Firefly,SU-152,M-II-Y,Leo,Black Prince
Victory,AMX 50 120,Concept 1B,T95,AE Phase I,IS-7,Vz. 55,UDES 03,Progetto M35 mod 46,Object 277,Progetto M35 mod 46,Char Futur 4,STG Guard,M40/M43,FV4005 Stage II,Rhm.-Borsig Waffenträger,Grille 15,M-V-Y,Kranvagn,Bat.-Châtillon Bourrasque,Object 277,Rhm.-Borsig Waffenträger,T-54,AMX 50 Foch,Progetto M35 mod 46,M40/M43,WZ-120,IS-3-II,IS-3-II,VK 168.01 (P),ISU-152
Victory,Jagdpanther II,Škoda T 56,Progetto CC55 mod. 54,Leo,T71 CMCD,Hummel,T-34-85M,G.W. Panther,T20,Rheinmetall Skorpion,Type 64,B.U.G.I.,Jagdpanzer IV,VK 36.01 (H),IS,M54 Renegade,Tiger I,T78,SU-101,Charioteer,Emil I,KV-122,LTG,Type 64,Strv 74,M44,Comet,SU-14-1,T-34-85M,T-34-85M
Victory,ELC EVEN 90,SU-130PM,Cz20_ShPTK_TVP_100_mm,WZ-111 model 5A,Progetto M35 mod 46,T110E5,STB-1,TNH T Vz. 51,Object 268 Version 4,Bat.-Châtillon Bourrasque,Emil II,Progetto M35 mod 46,M46 Patton,CS-59,ELC EVEN 90,WZ-114,Kranvagn,Cz20_ShPTK_TVP_100_mm,STB-1,T-54 first prototype,FV215b,Объект 274а,Rheinmetall Skorpion G,Škoda T 50,Object 257,T110E3,ELC EVEN 90,Type 61,LT-432,T-34-3
Victory,T2 Light Tank,BT-2,Pz.Kpfw. II,BT-2,Pz.Kpfw. II Ausf. D,MKA,M2 Light Tank,M2 Light Tank,M2 Light Tank,Pz.Kpfw. II,Vickers Mk. E Type B,Renault R35,AMR 35,LT vz. 35,T-60,MKA,M2 Light Tank,BT-2,M2 Light Tank,M2 Light Tank,Hotchkiss H35,T7 Combat Car,AMR 35,FCM 36,MKA,T2 Light Tank,T-60,Pz.Kpfw. II,Pz.Kpfw. II,BT-2
Victory,Tortoise,TNH T Vz. 51,Leopard Prototyp A,53TP Markowskiego,Carro d'assalto P.88,G.W. Panther,Cz20_ShPTK_TVP_100_mm,SU-100M1,T26E4 SuperPershing,Ikv 90 Typ B,T-34-3,Progetto M35 mod 46,AMX M4 mle. 45,IS,Leopard Prototyp A,Löwe,E 75,FV4004 Conway,Leopard Prototyp A,Jagdpanther II,Char Futur 4,M12,Progetto M35 mod 46,45TP Habicha,Super Hellcat,STA-1,Panther,Tiger I,CS-52,SU-152
Victory,STB-1,Grille 15,IS-4,AMX 50 Foch (155),Jagdpanzer E 100,Manticore,114 SP2,FV4005 Stage II,Progetto M40 mod. 65,E 100,E 100,XM551 Sheridan,Object 277,E 100,E 100,AMX 50 Foch (155),T110E4,E 100,Vz. 55,AMX 50 Foch B,Pz.Kpfw. VII,Jagdpanzer E 100,Rinoceronte,60TP Lewandowskiego,E 100,E 100,TVP T 50/51,T-100 LT,XM551 Sheridan,Leopard 1
Victory,Kranvagn,Grille 15,STB-1,Grille 15,AMX 50 Foch B,AMX 50 Foch (155),Object 268 Version 4,TVP T 50/51,Rinoceronte,E 100,Maus,STB-1,E 50 Ausf. M,Leopard 1,Object 268 Version 4,AMX 50 Foch (155),Rinoceronte,T57 Heavy Tank,Object 907,Leopard 1,Bat.-Châtillon 25 t,Object 268 Version V,Grille 15,Object 268 Version 4,Super Conqueror,FV215b (183),Grille 15,STB-1,E 100,K-91
Defeat,Object 705A,AE Phase I,Jagdpanzer E 100,T110E5,Tortoise,Bat.-Châtillon 25 t,Object 705,FV3805,E 100,CS-59,T110E5,XM551 Sheridan,Emil II,Panhard EBR 90,Type 61,AMX 50 Foch B,Prototipo Standard B,Object 705A,T95,TNH T Vz. 51,Object 140,AMX 13 90,Panhard EBR 105,M53/M55,WZ-114,E 100,Type 61,E 100,Conqueror,Kranvagn
Victory,Type 5 Heavy,AMX 50 Foch (155),WZ-111 model 5A,Оbject 279,T110E3,E 100,121B,60TP Lewandowskiego,Progetto M40 mod. 65,STB-1,Panhard EBR 105,Vz. 55,Leopard 1,STB-1,E 100,Object 268,Leopard 1,Super Conqueror,Leopard 1,Object 705A,FV4005 Stage II,Progetto M40 mod. 65,STB-1,E 100,Object 430U,Panhard EBR 105,E 100,AMX 50 B,E 100,60TP Lewandowskiego
Victory,Kunze Panzer,M53/M55,Type 61,ISU-152,M54 Renegade,Emil II,Object 416,G.W. Tiger (P),Rheinmetall Skorpion G,Object 252U Defender,IS-2-II,Progetto M35 mod 46,AT 15,T92,FV4004 Conway,Leopard Prototyp A,Emil II,Cz20_ShPTK_TVP_100_mm,Kunze Panzer,Lorraine 155 mle. 51,AT 15,E 75 TS,M54 Renegade,ELC EVEN 90,Bat.-Châtillon Bourrasque,G.W. Tiger,Centurion Mk. I,Object 704,Tiger II,SU-130PM
Victory,T-44-100,Indien-Panzer,Rheinmetall Skorpion G,G.W. E 100,К-91-ПТ,TVP T 50/51,SU-14-2,Object 257,50TP Tyszkiewicza,122 TM,Jagdpanther II,Rheinmetall Skorpion,Panhard EBR 105,M-III-Y,Bat.-Châtillon 25 t,Ferdinand,Panhard EBR 105,Leopard 1,Bat.-Châtillon 155 58,Rhm.-Borsig Waffenträger,Centurion Action X,Kampfpanzer 07 RH,T95,Lorraine 155 mle. 51,M-III-Y,50TP Tyszkiewicza,Lorraine 40 t,Waffenträger auf Pz. IV,Bat.-Châtillon Bourrasque,Caliban
Defeat,FV3805,Škoda T 56,"8,8 cm Pak 43 Jagdtiger",Char Futur 4,Spähpanzer Ru 251,Bat.-Châtillon Bourrasque,Vz. 44-1,AMX AC mle. 46,ISU-122S,Cz20_ShPTK_TVP_100_mm,WZ-131,Jagdtiger,Super Hellcat,G.W. Panther,T-43,Caernarvon,Rheinmetall Skorpion G,Char Futur 4,M53/M55,T30,ISU-152K,T-44,S-51,T28 Concept,SU-100M1,T49,AMX M4 mle. 45,Type 5 Chi-Ri,Super Hellcat,T71
Victory,Progetto M35 mod 46,STG Guard,Tiger II,IS-M,O-Ni,King Tiger,VK 30.02 (D),Tiger II,AMX 13 57 GF,Super Hellcat,IS,Type 5 Chi-Ri,Carro d'assalto P.88,M12,IS,IS-2 Armored,AMBT,SU-101,53TP Markowskiego,T32,T29,IS-2M,AMX 13 75,Progetto M35 mod 46,CS-44,Black Prince,M12,T-43,IS,Tiger I
Victory,M4A3E8 Fury,105 leFH18B2,StuG III Ausf. G,VK 30.01 (D),VK 30.01 (P),SU-122A,BDR G1 B,AMX ELC bis,StuG III Ausf. G,M10 RBFM,Tiger 131,Pz.Kpfw. IV Ausf. H,T-34 shielded,VK 30.01 (H),59-16,T-34-85M,B.U.G.I.,VK 36.01 (H),KV-220-2,StuG III Ausf. G,KV-85,M4A2 T-34,AMX 12 t,VK 30.01 (H),AMX ELC bis,Grille,StuG III Ausf. G,Pz.Sfl. IVc,Bishop,Matilda Black Prince
Defeat,Škoda T 50,Prototipo Standard B,E 75,E 50,Rheinmetall Skorpion,WZ-114,T-34-3,T-103,T-103,Škoda T 56,STG Guard,M-III-Y,WZ-120,Progetto M35 mod 46,T49,T30,Rheinmetall Skorpion G,Char Futur 4,Type 61,P.44 Pantera,Object 777 Version II,T-103,E 75,SU-130PM,Progetto M35 mod 46,Centurion Mk. 7/1,M54 Renegade,Progetto CC55 mod. 54,FV4202,T49
Defeat,Object 257,E 50,Rheinmetall Skorpion G,Škoda T 56,Škoda T 56,Leopard Prototyp A,Progetto CC55 mod. 54,T-54 first prototype,GSOR 1008,Char Futur 4,AMX 13 90,Jagdpanther II,Löwe,Caliban,SU-130PM,T54E1,Rheinmetall Skorpion G,Tiger II,Škoda T 56,Rheinmetall Skorpion G,M54 Renegade,Object 430,Ferdinand,T49,STG Guard,Leopard Prototyp A,WZ-111G FT,VK 45.02 (P) Ausf. A,Chrysler K GF,T-54 first prototype
Defeat,AMX 50 Foch (155),STB-1,E 100,M60,UDES 15/16,Leopard 1,Bat.-Châtillon 25 t,Object 430U,Kranvagn,K-91,FV4005 Stage II,T110E5,T92 HMC,121B,Grille 15,Super Conqueror,AMX 50 Foch (155),AMX 50 Foch (155),Leopard 1,Object 268 Version 4,Object 430U,Bat.-Châtillon 155 58,IS-7,Kranvagn,Leopard 1,Rinoceronte,E 50 Ausf. M,Object 268,TVP T 50/51,Object 140
Victory,Indien-Panzer,T-44-100,Rheinmetall Skorpion G,G.W. E 100,К-91-ПТ,TVP T 50/51,SU-14-2,Object 257,50TP Tyszkiewicza,122 TM,Jagdpanther II,Rheinmetall Skorpion,Panhard EBR 105,M-III-Y,Bat.-Châtillon 25 t,Ferdinand,Panhard EBR 105,Leopard 1,Bat.-Châtillon 155 58,Rhm.-Borsig Waffenträger,Centurion Action X,Kampfpanzer 07 RH,T95,Lorraine 155 mle. 51,M-III-Y,50TP Tyszkiewicza,Lorraine 40 t,Waffenträger auf Pz. IV,Bat.-Châtillon Bourrasque,Caliban
Victory,Leopard 1,Progetto M35 mod 46,E 75,GSOR3301 AVR FS,E 100,IS-7,G.W. Tiger (P),Object 430,Cz20_ShPTK_TVP_100_mm,G.W. E 100,TS-5,Tiger II,Caliban,Cz20_ShPTK_TVP_100_mm,LHMTV,Object 703 II,Object 907,T92 HMC,IS-7,122 TM,T110E5,ST-I,Progetto M35 mod 46,M40/M43,Cz20_ShPTK_TVP_100_mm,SU-101,T49,Object 257,Rheinmetall Skorpion G,LT-432
Defeat,25TP KSUST II,T67,KV-220-2,StuG III Ausf. B,M8A1,T-28,SU-85,SU-122A,Type 1 Chi-He,StuG III Ausf. B,T6 Medium,StuG III Ausf. B,Pz.Kpfw. III Ausf. J,Pz.Kpfw. III Ausf. J,Pz.Kpfw. II Luchs,SU-85B,Pz.Kpfw. V/IV,T6 Medium,KV-220-2,M8A1,105 leFH18B2,Pz.Kpfw. III Ausf. J,Churchill III,StuG III Ausf. B,Ikv 103,BT-7,StuG III Ausf. B,Type 1 Chi-He,StuG III Ausf. B,Pz.Kpfw. III Ausf. J
Victory,Centurion Mk. 7/1,T110E3,Rheinmetall Skorpion G,Object 263,AMX 50 120,STB-1,E 100,Bat.-Châtillon Bourrasque,AE Phase I,Tiger II,Bat.-Châtillon Bourrasque,FV3805,AMX AC mle. 48,ELC EVEN 90,Bat.-Châtillon Bourrasque,AMX 50 B,Jagdtiger,Rheinmetall Skorpion,Object 252U Defender,Škoda T 50,TVP T 50/51,Rheinmetall Skorpion,Škoda T 56,AMX 50 Foch (155),G.W. Tiger,M103,TNH T Vz. 51,ELC EVEN 90,Bat.-Châtillon Bourrasque,SU-101
Victory,Caliban,T95/FV4201 Chieftain,STB-1,Kranvagn,Strv 103-0,T95,Tiger II,Object 268 Version 4,T-54,T30,P.44 Pantera,M41 Walker Bulldog,T-103,Object 252U Defender,Leopard Prototyp A,Rheinmetall Skorpion,Progetto M40 mod. 65,60TP Lewandowskiego,T110E4,M46 Patton,Cz20_ShPTK_TVP_100_mm,Caliban,Vz. 55,Progetto M35 mod 46,Leopard Prototyp A,Emil I,ELC EVEN 90,AE Phase I,T30,T30
Defeat,E 50,Rhm.-Borsig Waffenträger,T26E5 Patriot,M-VI-Y,T30,T26E4 SuperPershing,Leopard Prototyp A,M54 Renegade,FV207,ELC EVEN 90,ASTRON Rex 105 mm,T92,Cz20_ShPTK_TVP_100_mm,Emil II,Panhard AML Lynx 6x6,WZ-111G FT,Char Futur 4,Rhm.-Borsig Waffenträger,Bisonte C45,T-34-3,HWK 12,Object 252U,Emil II,Bat.-Châtillon 12 t,Cz20_ShPTK_TVP_100_mm,G.W. Tiger (P),Strv K,Kunze Panzer,Centurion Mk. I,Panhard AML Lynx 6x6
Defeat,SU-100Y,P26/40,KV-220-2,StuG IV,Marder 38T,Škoda T 25,Škoda T 24,M5 Stuart,Bishop,StuG IV,Pz.Kpfw. IV Ausf. H,Pz.Kpfw. III Ausf. J,M4A3E8 Sherman,T6 Medium,Jagdpanzer 38(t) Hetzer,SU-100,Škoda T 25,Excelsior,M10 RBFM,B.U.G.I.,105 leFH18B2,SU-76G FT,P26/40,StuG IV,25TP KSUST II,Somua SAu 40,P.43,Pz.Kpfw. III Ausf. J,Pz.Kpfw. III Ausf. J,Lago
Victory,Conqueror,Rheinmetall Skorpion,Strv 103-0,Tiger II,Cz20_ShPTK_TVP_100_mm,Löwe,Progetto M35 mod 46,Object 252U Defender,AE Phase I,T-44,T30,Tortoise,T32,AE Phase I,IS-2-II,Strv 103-0,Tortoise,Cz20_ShPTK_TVP_100_mm,Bofors Tornvagn,Lorraine 50 t,Kampfpanzer 07 RH,Cz20_ShPTK_TVP_100_mm,Kampfpanzer 07 RH,Tiger II,Conqueror,TNH 105/1000,AE Phase I,T30,M54 Renegade,Tiger II
Victory,STB-1,T57 Heavy Tank,T-100 LT,E 100,XM551 Sheridan,Strv 103B,K-91,Object 140,Object 268 Version 4,T92 HMC,Progetto M40 mod. 65,121B,T110E4,Kranvagn,AMX 50 Foch (155),T110E4,T110E3,AMX 50 Foch (155),Grille 15,Bat.-Châtillon 155 58,STB-1,Leopard 1,Kranvagn,M60,E 100,Progetto M40 mod. 65,AMX 13 105,T57 Heavy Tank,TVP T 50/51,XM551 Sheridan
Victory,Оbject 279,Object 268 Version 4,113,AMX 50 Foch (155),WZ-111 model 5A,Progetto M40 mod. 65,T110E4,Object 260,UDES 15/16,Bat.-Châtillon 155 58,Object 705A,Object 261,E 100,STB-1,FV4005 Stage II,121B,FV4005 Stage II,Bat.-Châtillon 155 58,Оbject 279,Оbject 279,STB-1,STB-1,T110E4,T110E5,Object 705A,Object 261,Kranvagn,AMX M4 mle. 54,Jagdpanzer E 100,FV215b (183)
Defeat,AMX 50 Foch (155),Оbject 279,Manticore,Leopard 1,E 100,TVP T 50/51,STB-1,Object 430U,T110E5,E 100,STB-1,Object 140,Grille 15,Panhard EBR 105,Object 140,T95/FV4201 Chieftain,Object 430U,Object 430U,Progetto M40 mod. 65,TVP T 50/51,Panhard EBR 105,Оbject 279,T110E3,Object 277,Leopard 1,E 100,Manticore,E 100,Strv 103B,Object 140
Defeat,Оbject 279,Progetto M40 mod. 65,TVP T 50/51,IS-4,Kranvagn,T95/FV4201 Chieftain,Object 277,Vz. 55,Vz. 55,Manticore,Object 268 Version 4,Leopard 1,Object 268 Version 4,Vz. 55,Kranvagn,IS-4,T110E5,Vz. 55,TVP T 50/51,T95/FV4201 Chieftain,Vz. 55,AMX 50 Foch (155),Super Conqueror,Rheinmetall Panzerwagen,Kranvagn,Vz. 55,Bat.-Châtillon 25 t,IS-7,AMX 50 Foch (155),Leopard 1
Victory,AMX ELC bis,KV-1,AMX ELC bis,AMX ELC bis,60G FT,Pz.Sfl. IC,StuG III Ausf. B,M5A1 Stuart,T-28,Lago,AMX 40,Pz.Kpfw. III Ausf. J,14TP,AC 1 Sentinel,Strv m/42,AMX ELC bis,AMX ELC bis,Strv m/42,KV-1,SU-76G FT,Pz.Kpfw. III Ausf. J,M8A1,Pz.Kpfw. II Luchs,AMX ELC bis,P26/40,StuG III Ausf. B,T-28,Pz.Kpfw. II Luchs,Pz.Kpfw. IV hydrostat.,Pz.Kpfw. III Ausf. J
Victory,Progetto M35 mod 46,SU-130PM,50TP prototyp,HWK 12,Rheinmetall Skorpion G,ELC EVEN 90,Löwe,Rhm.-Borsig Waffenträger,T-103,Progetto M35 mod 46,T-44,AMX M4 mle. 49 Liberté,M-III-Y,TL-1 LPC,M4A1 Revalorisé,Rheinmetall Skorpion G,Caliban,STG Guard,Cz20_ShPTK_TVP_100_mm,ISU-152,STA-2,IS-2-II,ELC EVEN 90,Lorraine 40 t,Progetto M35 mod 46,Strv S1,IS-M,M4A1 Revalorisé,HWK 30,IS-3
Defeat,UDES 15/16,T95/FV4201 Chieftain,Prototipo Standard B,TNH T Vz. 51,Char Futur 4,ISU-152,"Panther mit 8,8 cm L/71",Cz20_ShPTK_TVP_100_mm,Object 140,E 100,E 75,T-10,"Panther mit 8,8 cm L/71",Object 252U,Strv S1,Bat.-Châtillon Bourrasque,WZ-120,UDES 15/16,Prototipo Standard B,E 75,AMX M4 mle. 51,Centurion Mk. 5/1 RAAC,T110E5,Object 777 Version II,T34,E 100,ISU-152,GSOR 1008,SU-130PM,Object 140
Victory,AMX M4 mle. 54,FV4005 Stage II,Panhard EBR 105,T-62A,121B,AMX 50 Foch (155),Object 705A,STB-1,Grille 15,AMX 50 Foch (155),Bat.-Châtillon 155 58,T110E5,G.W. E 100,Leopard 1,Manticore,Jagdpanzer E 100,TVP T 50/51,Object 261,114 SP2,IS-7,STB-1,Leopard 1,G.W. E 100,Type 5 Heavy,FV217 Badger,Maus,Rheinmetall Panzerwagen,Panhard EBR 105,M48A5 Patton,FV4005 Stage II
Victory,Progetto M35 mod 46,Type 61,Type 61,Ferdinand,TL-1 LPC,212A,T42,TS-5,Škoda T 56,ASTRON Rex 105 mm,Rheinmetall Skorpion G,VK 75.01 (K),T30,Leopard Prototyp A,SU-130PM,Char Futur 4,SU-130PM,Tiger II,M53/M55,Kampfpanzer 07 RH,T30,Ferdinand,Kampfpanzer 07 RH,UDES 14 Alt 5,E 50,STA-1,Jagdpanther II,ISU-152,M-VI-Y,Progetto M35 mod 46
Draw,T95,T95,Leopard Prototyp A,M46 Patton,Char Futur 4,Cz20_ShPTK_TVP_100_mm,WZ-114,Cobra,M40/M43,ELC EVEN 90,M-III-Y,Bat.-Châtillon Bourrasque,M41 Walker Bulldog,P.44 Pantera,53TP Markowskiego,UDES 16,Jagdtiger,Škoda T 50,Bat.-Châtillon 12 t,E 75,Lansen C,Waffenträger auf Pz. IV,T-103,TNH 105/1000,T42,Char Futur 4,E 75 TS,Char Futur 4,ELC EVEN 90,G.W. Tiger (P)
Victory,59-16,Pawlack Tank,T-34-85M,KV-85,M44,Hummel,Jagdpanzer IV,Škoda T 25,FV304,AT 8,Nashorn,VK 36.01 (H),M18 Hellcat,T37,P.43 bis,KV-85,VK 36.01 (H),SU-100Y,Nashorn,Achilles,Hummel,SU-8,AMX 12 t,KV-2,VK 30.02 (M),M44,Škoda T 25,P.43 bis,Type 64,T-150
Victory,"VK 28.01 mit 10,5 cm L/28",SU-100,T78,Ikv 90 Typ B,VK 45.03,Type 64,Škoda T 25,SU-8,IS,Pz.Kpfw. IV Schmalturm,VK 30.02 (M),T-43,Super Hellcat,Leo,KV-2,CS-44,Sherman VC Firefly,Tiger I,T29,AMX 13 F3 AM,VK 36.01 (H),Challenger,Škoda T 25,Jagdpanzer IV,VK 30.02 (M),Jagdpanther,T-43,"VK 28.01 mit 10,5 cm L/28",Dicker Max,MT-25
